aceh|acehselatan|labuhanhaji|manggisharapan,23761
aceh|acehselatan|labuhanhaji|pasarlama,23761
aceh|acehselatan|labuhanhaji|apha,23761
aceh|acehselatan|labuhanhaji|ujungbatu,23761
aceh|acehselatan|labuhanhaji|pawoh,23761
aceh|acehselatan|labuhanhaji|dalam,23761
aceh|acehselatan|labuhanhaji|palak,23761
aceh|acehselatan|labuhanhaji|cacang,23761
aceh|acehselatan|labuhanhaji|tengahpisang,23761
aceh|acehselatan|labuhanhaji|pisang,23761
aceh|acehselatan|labuhanhaji|hulupisang,23761
aceh|acehselatan|labuhanhaji|tengahbaru,23761
aceh|acehselatan|labuhanhaji|lembahbaru,23761
aceh|acehselatan|labuhanhaji|padangbaru,23761
aceh|acehselatan|meukek|kutabulohii,23754
aceh|acehselatan|meukek|kutabulohi,23754
aceh|acehselatan|meukek|iedingen,23754
aceh|acehselatan|meukek|drienjalo,23754
aceh|acehselatan|meukek|jambopapeun,23754
aceh|acehselatan|meukek|buketmeuh,23754
aceh|acehselatan|meukek|blangkuala,23754
aceh|acehselatan|meukek|rotteungoh,23754
aceh|acehselatan|meukek|aluebaro,23754
aceh|acehselatan|meukek|ladangtuha,23754
aceh|acehselatan|meukek|lhokmamplam,23754
aceh|acehselatan|meukek|aruntunggai,23754
aceh|acehselatan|meukek|blangteungoh,23754
aceh|acehselatan|meukek|blangbladeh,23754
aceh|acehselatan|meukek|iebuboh,23754
aceh|acehselatan|meukek|keudemeukek,23754
aceh|acehselatan|meukek|kutabaro,23754
aceh|acehselatan|meukek|tanjungharapan,23754
aceh|acehselatan|meukek|labuhantarok,23754
aceh|acehselatan|meukek|lhokaman,23754
aceh|acehselatan|meukek|aluemeutuah,23754
aceh|acehselatan|meukek|ladangbaro,23754
aceh|acehselatan|meukek|labuhantarokii,23754
aceh|acehselatan|samadua|dalam,23752
aceh|acehselatan|samadua|subarang,23752
aceh|acehselatan|samadua|kutabaru,23752
aceh|acehselatan|samadua|gunungketek,23752
aceh|acehselatan|samadua|ladangpantonluas,23752
aceh|acehselatan|samadua|madat,23752
aceh|acehselatan|samadua|alurseumerah,23752
aceh|acehselatan|samadua|tengah,23752
aceh|acehselatan|samadua|gunungcut,23752
aceh|acehselatan|samadua|alurpinang,23752
aceh|acehselatan|samadua|kutablang,23752
aceh|acehselatan|samadua|bateetunggai,23752
aceh|acehselatan|samadua|ujungtanah,23752
aceh|acehselatan|samadua|ujungkampung,23752
aceh|acehselatan|samadua|jilatang,23752
aceh|acehselatan|samadua|luar,23752
aceh|acehselatan|samadua|lubuklayu,23752
aceh|acehselatan|samadua|suaqhulu,23752
aceh|acehselatan|samadua|tampang,23752
aceh|acehselatan|samadua|payonangadang,23752
aceh|acehselatan|samadua|gadang,23752
aceh|acehselatan|samadua|baru,23752
aceh|acehselatan|samadua|ladangkasikputih,23752
aceh|acehselatan|samadua|airsialanghilir,23752
aceh|acehselatan|samadua|airsialanghulu,23752
aceh|acehselatan|samadua|airsialangtengah,23752
aceh|acehselatan|samadua|balai,23752
aceh|acehselatan|samadua|arafah,23752
aceh|acehselatan|sawang|sikulat,23753
aceh|acehselatan|sawang|sawangi,23753
aceh|acehselatan|sawang|meuligo,23753
aceh|acehselatan|sawang|lhokpawoh,23753
aceh|acehselatan|sawang|sawangii,23753
aceh|acehselatan|sawang|ujungkarang,23753
aceh|acehselatan|sawang|triengmeudurobaroh,23753
aceh|acehselatan|sawang|triengmeudurotunong,23753
aceh|acehselatan|sawang|pantonluas,23753
aceh|acehselatan|sawang|simpangtiga,23753
aceh|acehselatan|sawang|kutabaro,23753
aceh|acehselatan|sawang|blanggeulinggang,23753
aceh|acehselatan|sawang|mutiara,23753
aceh|acehselatan|sawang|ujungpadang,23753
aceh|acehselatan|sawang|sawangbau,23753
aceh|acehselatan|tapaktuan|lhokkeutapang,23718
aceh|acehselatan|tapaktuan|hilir,23717
aceh|acehselatan|tapaktuan|padang,23713
aceh|acehselatan|tapaktuan|hulu,23714
aceh|acehselatan|tapaktuan|jamboapha,23716
aceh|acehselatan|tapaktuan|tepiair,23712
aceh|acehselatan|tapaktuan|pasar,23711
aceh|acehselatan|tapaktuan|lhokbengkuang,23715
aceh|acehselatan|tapaktuan|pantonluas,23711
aceh|acehselatan|tapaktuan|gunungkerambil,23711
aceh|acehselatan|tapaktuan|airberudang,23711
aceh|acehselatan|tapaktuan|batuitam,23711
aceh|acehselatan|tapaktuan|panjupian,23711
aceh|acehselatan|tapaktuan|lhokrukam,23711
aceh|acehselatan|tapaktuan|airpinang,23711
aceh|acehselatan|tapaktuan|lhokbengkuangtimur,23712
aceh|acehselatan|trumon|keudetrumon,23774
aceh|acehselatan|trumon|ujongtanoh,23774
aceh|acehselatan|trumon|sigleng,23774
aceh|acehselatan|trumon|iemeudama,23774
aceh|acehselatan|trumon|tuepintinggi,23774
aceh|acehselatan|trumon|kutabaro,23774
aceh|acehselatan|trumon|pantonbilie,23774
aceh|acehselatan|trumon|kutapadang,23774
aceh|acehselatan|trumon|raket,23774
aceh|acehselatan|trumon|gampongteungoh,23774
aceh|acehselatan|trumon|seuneubokjaya,23774
aceh|acehselatan|trumon|padangharapan,23774
aceh|acehselatan|pasiraja|ladangteungoh,23755
aceh|acehselatan|pasiraja|pucokkrueng,23755
aceh|acehselatan|pasiraja|silolo,23755
aceh|acehselatan|pasiraja|kampungbaru,23755
aceh|acehselatan|pasiraja|pantonbili,23755
aceh|acehselatan|pasiraja|payaateuk,23755
aceh|acehselatan|pasiraja|ladangtuha,23755
aceh|acehselatan|pasiraja|mataie,23755
aceh|acehselatan|pasiraja|ujongbatee,23755
aceh|acehselatan|pasiraja|lhoksialangcut,23755
aceh|acehselatan|pasiraja|seuneubok,23755
aceh|acehselatan|pasiraja|iemirah,23755
aceh|acehselatan|pasiraja|pasierasian,23755
aceh|acehselatan|pasiraja|ujungpadangrasian,23755
aceh|acehselatan|pasiraja|kruengkalee,23755
aceh|acehselatan|pasiraja|lhoksialangrayeuk,23755
aceh|acehselatan|pasiraja|gampongbaro,23755
aceh|acehselatan|pasiraja|teupingajah,23755
aceh|acehselatan|pasiraja|ujungpadangasahan,23755
aceh|acehselatan|pasiraja|puloieii,23755
aceh|acehselatan|pasiraja|panteraja,23755
aceh|acehselatan|labuhanhajitimur|tengahpeulumat,23758
aceh|acehselatan|labuhanhajitimur|payapeulumat,23758
aceh|acehselatan|labuhanhajitimur|padangpeulumat,23758
aceh|acehselatan|labuhanhajitimur|aurpeulumat,23758
aceh|acehselatan|labuhanhajitimur|limausaring,23758
aceh|acehselatan|labuhanhajitimur|beutong,23758
aceh|acehselatan|labuhanhajitimur|peuneulop,23758
aceh|acehselatan|labuhanhajitimur|gunungrotan,23758
aceh|acehselatan|labuhanhajitimur|keumumuhilir,23758
aceh|acehselatan|labuhanhajitimur|keumumuhulu,23758
aceh|acehselatan|labuhanhajitimur|keumumuseberang,23758
aceh|acehselatan|labuhanhajitimur|sawangindah,23758
aceh|acehselatan|labuhanhajibarat|tutong,23757
aceh|acehselatan|labuhanhajibarat|teungohiboh,23757
aceh|acehselatan|labuhanhajibarat|peulokan,23757
aceh|acehselatan|labuhanhajibarat|kutaiboh,23757
aceh|acehselatan|labuhanhajibarat|ujungpadang,23757
aceh|acehselatan|labuhanhajibarat|blangbaru,23757
aceh|acehselatan|labuhanhajibarat|blangporoh,23757
aceh|acehselatan|labuhanhajibarat|puloie,23757
aceh|acehselatan|labuhanhajibarat|suaklokan,23757
aceh|acehselatan|labuhanhajibarat|ikulhueng,23757
aceh|acehselatan|labuhanhajibarat|kutatrieng,23757
aceh|acehselatan|labuhanhajibarat|pantegeulima,23757
aceh|acehselatan|labuhanhajibarat|pantonpawoh,23757
aceh|acehselatan|labuhanhajibarat|bateemeucanang,23757
aceh|acehselatan|labuhanhajibarat|pantonrubek,23757
aceh|acehselatan|kluettengah|koto,23770
aceh|acehselatan|kluettengah|alurkeujrun,23770
aceh|acehselatan|kluettengah|jambopapan,23770
aceh|acehselatan|kluettengah|malaka,23770
aceh|acehselatan|kluettengah|kotoindarung,23770
aceh|acehselatan|kluettengah|siuraiurai,23770
aceh|acehselatan|kluettengah|kampungsawah,23770
aceh|acehselatan|kluettengah|kampungpadang,23770
aceh|acehselatan|kluettengah|puloair,23770
aceh|acehselatan|kluettengah|lawemelang,23770
aceh|acehselatan|kluettengah|mersak,23770
aceh|acehselatan|kluettengah|simpangdua,23770
aceh|acehselatan|kluettengah|simpangtiga,23770
aceh|acehselatan|kluettimur|payadapur,23779
aceh|acehselatan|kluettimur|sapik,23779
aceh|acehselatan|kluettimur|alai,23779
aceh|acehselatan|kluettimur|duriankawan,23779
aceh|acehselatan|kluettimur|lawesawah,23779
aceh|acehselatan|kluettimur|lawebuluhdidi,23779
aceh|acehselatan|kluettimur|pucuklembang,23779
aceh|acehselatan|kluettimur|payalaba,23779
aceh|acehselatan|kluettimur|lawecimanok,23779
aceh|acehselatan|bakongantimur|pasieseubadeh,23777
aceh|acehselatan|bakongantimur|ladangrimba,23777
aceh|acehselatan|bakongantimur|ujongpulorayeuk,23777
aceh|acehselatan|bakongantimur|sawahtingkeum,23777
aceh|acehselatan|bakongantimur|simpang,23777
aceh|acehselatan|bakongantimur|ujongpulocut,23777
aceh|acehselatan|bakongantimur|seuleukat,23777
aceh|acehselatan|trumontimur|pintorimba,23776
aceh|acehselatan|trumontimur|kruengluas,23776
aceh|acehselatan|trumontimur|jambodalem,23776
aceh|acehselatan|trumontimur|kapasesak,23776
aceh|acehselatan|trumontimur|seuneubokpunto,23776
aceh|acehselatan|trumontimur|seuneubokpusaka,23776
aceh|acehselatan|trumontimur|alurbujok,23776
aceh|acehselatan|trumontimur|titipoben,23776
aceh|acehselatan|bahagia|buketgadeng,23778
aceh|acehselatan|bahagia|rambong,23778
aceh|acehselatan|bahagia|seuneubokkeuranji,23778
aceh|acehselatan|bahagia|seuneubokalurbuloh,23778
aceh|acehselatan|bahagia|ujongtanoh,23778
aceh|acehselatan|bahagia|ujonggunongcut,23778
aceh|acehselatan|bahagia|ujonggunungrayeuk,23778
aceh|acehselatan|bahagia|beutong,23778
aceh|acehselatan|bahagia|jambokeupok,23778
aceh|acehselatan|bahagia|alurduamas,23778
aceh|acehselatan|trumontengah|ladangrimba,23775
aceh|acehselatan|trumontengah|gunongkapho,23775
aceh|acehselatan|trumontengah|kampongteungoh,23775
aceh|acehselatan|trumontengah|kruengbatee,23775
aceh|acehselatan|trumontengah|pulopaya,23775
aceh|acehselatan|trumontengah|jambopapeun,23775
aceh|acehselatan|trumontengah|cotbayu,23775
aceh|acehselatan|trumontengah|naca,23775
aceh|acehselatan|trumontengah|iejeureuneh,23775
aceh|acehselatan|trumontengah|lhokraya,23775
aceh|acehtenggara|lawealas|engkeran,24661
aceh|acehtenggara|lawealas|rumahkampung,24661
aceh|acehtenggara|lawealas|pasirbangun,24661
aceh|acehtenggara|lawealas|kubu,24661
aceh|acehtenggara|lawealas|lawekongker,24661
aceh|acehtenggara|lawealas|kutacingkamii,24661
aceh|acehtenggara|lawealas|muarabaru,24661
aceh|acehtenggara|lawealas|kutabatui,24661
aceh|acehtenggara|lawealas|kutacingkami,24661
aceh|acehtenggara|lawealas|kutabatuii,24661
aceh|acehtenggara|lawealas|lawesempilang,24661
aceh|acehtenggara|lawealas|prapatbatununggul,24661
aceh|acehtenggara|lawealas|pulosepang,24661
aceh|acehtenggara|lawealas|rihmbelang,24661
aceh|acehtenggara|lawealas|kutebatubaru,24661
aceh|acehtenggara|lawealas|darulamin,24661
aceh|acehtenggara|lawealas|lawelubangindah,24661
aceh|acehtenggara|lawealas|batuhamparan,24661
aceh|acehtenggara|lawealas|payemunje,24661
aceh|acehtenggara|lawealas|pulondapdap,24661
aceh|acehtenggara|lawealas|pasirnunggul,24661
aceh|acehtenggara|lawealas|cingkhammekhanggun,24661
aceh|acehtenggara|lawealas|pintukhimbe,24661
aceh|acehtenggara|lawealas|lawekongkerhilir,24661
aceh|acehtenggara|lawealas|pulogadung,24661
aceh|acehtenggara|lawealas|pasikhpehkmate,24661
aceh|acehtenggara|lawealas|pasikhnunang,24661
aceh|acehtenggara|lawealas|delengkukusen,24661
aceh|acehtenggara|lawesigalagala|bukitmerdeka,24676
aceh|acehtenggara|lawesigalagala|darulaman,24676
aceh|acehtenggara|lawesigalagala|lawekesumpat,24676
aceh|acehtenggara|lawesigalagala|lawetuagabungan,24676
aceh|acehtenggara|lawesigalagala|lawesigalaii,24676
aceh|acehtenggara|lawesigalagala|lawesigalatimur,24676
aceh|acehtenggara|lawesigalagala|lawesigalabarat,24676
aceh|acehtenggara|lawesigalagala|sukadamai,24676
aceh|acehtenggara|lawesigalagala|kutetengah,24676
aceh|acehtenggara|lawesigalagala|tanahbaru,24676
aceh|acehtenggara|lawesigalagala|kedatarangabungan,24676
aceh|acehtenggara|lawesigalagala|gabunganparsaroan,24676
aceh|acehtenggara|lawesigalagala|laweloninggabungan,24676
aceh|acehtenggara|lawesigalagala|laweloningaman,24676
aceh|acehtenggara|lawesigalagala|sukamaju,24676
aceh|acehtenggara|lawesigalagala|lawetuamakmur,24676
aceh|acehtenggara|lawesigalagala|lawetuapersatuan,24676
aceh|acehtenggara|lawesigalagala|laweserke,24676
aceh|acehtenggara|lawesigalagala|lawerakat,24676
aceh|acehtenggara|lawesigalagala|sukajaya,24676
aceh|acehtenggara|lawesigalagala|enmiyabatuduaratus,24676
aceh|acehtenggara|lawesigalagala|sebungke,24676
aceh|acehtenggara|lawesigalagala|bukitsepakat,24676
aceh|acehtenggara|lawesigalagala|laweloningsepakat,24676
aceh|acehtenggara|lawesigalagala|laweloningi,24676
aceh|acehtenggara|lawesigalagala|gayajaya,24676
aceh|acehtenggara|lawesigalagala|gelahmusara,24676
aceh|acehtenggara|lawesigalagala|muliedame,24676
aceh|acehtenggara|lawesigalagala|laweloninghakhapen,24676
aceh|acehtenggara|lawesigalagala|karyaindah,24676
aceh|acehtenggara|lawesigalagala|kayumbelin,24676
aceh|acehtenggara|lawesigalagala|lawesigalabaratjaya,24676
aceh|acehtenggara|lawesigalagala|lawepekhidinen,24676
aceh|acehtenggara|lawesigalagala|kertimbang,24676
aceh|acehtenggara|lawesigalagala|ndauhnitenggo,24676
aceh|acehtenggara|bambel|bambelgabungan,24672
aceh|acehtenggara|bambel|kisam,24672
aceh|acehtenggara|bambel|lawehijo,24672
aceh|acehtenggara|bambel|pinding,24672
aceh|acehtenggara|bambel|terutungmegaraasli,24672
aceh|acehtenggara|bambel|biakmuli,24672
aceh|acehtenggara|bambel|kutelanglang,24672
aceh|acehtenggara|bambel|pedesi,24672
aceh|acehtenggara|bambel|terutungpayunghulu,24672
aceh|acehtenggara|bambel|terutungpayunghilir,24672
aceh|acehtenggara|bambel|tualangsembilar,24672
aceh|acehtenggara|bambel|kuningi,24672
aceh|acehtenggara|bambel|kuningii,24672
aceh|acehtenggara|bambel|cintadamai,24672
aceh|acehtenggara|bambel|likat,24672
aceh|acehtenggara|bambel|rikit,24672
aceh|acehtenggara|bambel|bambel,24672
aceh|acehtenggara|bambel|lawekihing,24672
aceh|acehtenggara|bambel|terutungseperai,24672
aceh|acehtenggara|bambel|kuteseri,24672
aceh|acehtenggara|bambel|kutaantara,24672
aceh|acehtenggara|bambel|puloperengge,24672
aceh|acehtenggara|bambel|pulokendondong,24672
aceh|acehtenggara|bambel|pancakhiman,24672
aceh|acehtenggara|bambel|biakmulibaru,24672
aceh|acehtenggara|bambel|biakmulipantairaja,24672
aceh|acehtenggara|bambel|biakmulisejahtera,24672
aceh|acehtenggara|bambel|lembahhaji,24672
aceh|acehtenggara|bambel|terutungpayunggabungan,24672
aceh|acehtenggara|bambel|lawehijometuah,24672
aceh|acehtenggara|bambel|ampera,24672
aceh|acehtenggara|bambel|tembilakhmbakhu,24672
aceh|acehtenggara|bambel|kutelanglangbakhu,24672
aceh|acehtenggara|babussalam|kutacane,24664
aceh|acehtenggara|babussalam|perapathilir,24664
aceh|acehtenggara|babussalam|perapathulu,24664
aceh|acehtenggara|babussalam|muaralawebulan,24664
aceh|acehtenggara|babussalam|mbarung,24664
aceh|acehtenggara|babussalam|batumbulanasli,24664
aceh|acehtenggara|babussalam|batumbulani,24664
aceh|acehtenggara|babussalam|batumbulanii,24664
aceh|acehtenggara|babussalam|kampungraja,24664
aceh|acehtenggara|babussalam|pulonas,24664
aceh|acehtenggara|babussalam|kampungmelayugabungan,24664
aceh|acehtenggara|babussalam|terutungpedi,24664
aceh|acehtenggara|babussalam|kuterih,24664
aceh|acehtenggara|babussalam|gumpangjaya,24664
aceh|acehtenggara|babussalam|pulolatong,24664
aceh|acehtenggara|babussalam|kutacanelama,24664
aceh|acehtenggara|babussalam|batumbulanmbaru,24664
aceh|acehtenggara|babussalam|pulopeding,24664
aceh|acehtenggara|babussalam|mendabe,24664
aceh|acehtenggara|babussalam|ujungbarat,24664
aceh|acehtenggara|babussalam|pekhapattitipanjang,24664
aceh|acehtenggara|babussalam|pekhapatsepakat,24664
aceh|acehtenggara|babussalam|alasmarantcar,24664
aceh|acehtenggara|babussalam|batumbulansepakat,24664
aceh|acehtenggara|babussalam|pulosanggakh,24664
aceh|acehtenggara|babussalam|melayui,24664
aceh|acehtenggara|babussalam|mbarungdatuksaudane,24664
aceh|acehtenggara|badar|salangalas,24666
aceh|acehtenggara|badar|kutapasir,24666
aceh|acehtenggara|badar|purwodadi,24666
aceh|acehtenggara|badar|kutatinggi,24666
aceh|acehtenggara|badar|kampungbaru,24666
aceh|acehtenggara|badar|peranginan,24666
aceh|acehtenggara|badar|natam,24666
aceh|acehtenggara|badar|kumbangjaya,24666
aceh|acehtenggara|badar|kumbangindah,24666
aceh|acehtenggara|badar|natambaru,24666
aceh|acehtenggara|badar|delengmegakhe,24666
aceh|acehtenggara|badar|lawebekung,24666
aceh|acehtenggara|badar|lawebekungtampahan,24666
aceh|acehtenggara|badar|badarindah,24666
aceh|acehtenggara|badar|batumbekhong,24666
aceh|acehtenggara|badar|tanahmerah,24666
aceh|acehtenggara|badar|tanohmegakhe,24666
aceh|acehtenggara|badar|lawesekerah,24666
aceh|acehtenggara|babulmakmur|pardomuanii,24673
aceh|acehtenggara|babulmakmur|lawedeskyi,24673
aceh|acehtenggara|babulmakmur|lawedeskysabas,24673
aceh|acehtenggara|babulmakmur|pardomuani,24673
aceh|acehtenggara|babulmakmur|cintadamai,24673
aceh|acehtenggara|babulmakmur|pardamean,24673
aceh|acehtenggara|babulmakmur|lawedeskytongah,24673
aceh|acehtenggara|babulmakmur|kutebakti,24673
aceh|acehtenggara|babulmakmur|muarasitulen,24673
aceh|acehtenggara|babulmakmur|sejahtera,24673
aceh|acehtenggara|babulmakmur|kutemakmur,24673
aceh|acehtenggara|babulmakmur|lawemantik,24673
aceh|acehtenggara|babulmakmur|cintamakmur,24673
aceh|acehtenggara|babulmakmur|muarasetia,24673
aceh|acehtenggara|babulmakmur|tanohalas,24673
aceh|acehtenggara|babulmakmur|sejahterabaru,24673
aceh|acehtenggara|babulmakmur|lawetawakh,24673
aceh|acehtenggara|babulmakmur|sabilussalam,24673
aceh|acehtenggara|babulmakmur|lawedeskyjaya,24673
aceh|acehtenggara|babulmakmur|pintualas,24673
aceh|acehtenggara|darulhasanah|gulo,24663
aceh|acehtenggara|darulhasanah|pulopiku,24663
aceh|acehtenggara|darulhasanah|terutungkute,24663
aceh|acehtenggara|darulhasanah|kuteujung,24663
aceh|acehtenggara|darulhasanah|lawestul,24663
aceh|acehtenggara|darulhasanah|kitemerangun,24663
aceh|acehtenggara|darulhasanah|mamas,24663
aceh|acehtenggara|darulhasanah|tanjunglama,24663
aceh|acehtenggara|darulhasanah|tanjungmuda,24663
aceh|acehtenggara|darulhasanah|rambungteldak,24663
aceh|acehtenggara|darulhasanah|tanjungaman,24663
aceh|acehtenggara|darulhasanah|srimuda,24663
aceh|acehtenggara|darulhasanah|ujungbaru,24663
aceh|acehtenggara|darulhasanah|kuterambe,24663
aceh|acehtenggara|darulhasanah|mamasbaru,24663
aceh|acehtenggara|darulhasanah|rambungjaya,24663
aceh|acehtenggara|darulhasanah|makmurjaya,24663
aceh|acehtenggara|darulhasanah|darulmakmur,24663
aceh|acehtenggara|darulhasanah|tanjungbakhu,24663
aceh|acehtenggara|darulhasanah|pulogabung,24663
aceh|acehtenggara|darulhasanah|kokhtanjaya,24663
aceh|acehtenggara|darulhasanah|istiqamah,24663
aceh|acehtenggara|darulhasanah|lawemamasindah,24663
aceh|acehtenggara|darulhasanah|tanjungleuser,24663
aceh|acehtenggara|darulhasanah|simpangivtanjung,24663
aceh|acehtenggara|darulhasanah|lawepinis,24663
aceh|acehtenggara|darulhasanah|buntulkendawi,24663
aceh|acehtenggara|darulhasanah|kuningabadi,24663
aceh|acehtenggara|lawebulan|pasirgala,24665
aceh|acehtenggara|lawebulan|pasirpenjengakan,24665
aceh|acehtenggara|lawebulan|kutambaru,24665
aceh|acehtenggara|lawebulan|lawesaguhulu,24665
aceh|acehtenggara|lawebulan|lawesaguhilir,24665
aceh|acehtenggara|lawebulan|kutebantil,24665
aceh|acehtenggara|lawebulan|lawekolok,24665
aceh|acehtenggara|lawebulan|lawerutung,24665
aceh|acehtenggara|lawebulan|kampungnangka,24665
aceh|acehtenggara|lawebulan|tenembakjuhar,24665
aceh|acehtenggara|lawebulan|simpangempat,24665
aceh|acehtenggara|lawebulan|kutabuluhbotong,24665
aceh|acehtenggara|lawebulan|katambarubecawan,24665
aceh|acehtenggara|lawebulan|lawekinge,24665
aceh|acehtenggara|lawebulan|kandangmbelangmandiri,24665
aceh|acehtenggara|lawebulan|mbacangracun,24665
aceh|acehtenggara|lawebulan|telagamekar,24665
aceh|acehtenggara|lawebulan|pulonasbaru,24665
aceh|acehtenggara|lawebulan|kutagenting,24665
aceh|acehtenggara|lawebulan|lawesagubaru,24665
aceh|acehtenggara|lawebulan|lawesagu,24665
aceh|acehtenggara|lawebulan|pekhapettimur,24665
aceh|acehtenggara|lawebulan|bahagia,24665
aceh|acehtenggara|lawebulan|kutegaluhasli,24665
aceh|acehtenggara|bukittusam|kutelengatpangan,24671
aceh|acehtenggara|bukittusam|kutelengatselian,24671
aceh|acehtenggara|bukittusam|tualangbaru,24671
aceh|acehtenggara|bukittusam|alurbuluh,24671
aceh|acehtenggara|bukittusam|mahasingkil,24671
aceh|acehtenggara|bukittusam|tenembakbintang,24671
aceh|acehtenggara|bukittusam|kutelingga,24671
aceh|acehtenggara|bukittusam|rikitbur,24671
aceh|acehtenggara|bukittusam|kerukunan,24671
aceh|acehtenggara|bukittusam|lawedua,24671
aceh|acehtenggara|bukittusam|rema,24671
aceh|acehtenggara|bukittusam|bambelbaru,24671
aceh|acehtenggara|bukittusam|pejuang,24671
aceh|acehtenggara|bukittusam|darussalam,24671
aceh|acehtenggara|bukittusam|amaliah,24671
aceh|acehtenggara|bukittusam|sebudijaya,24671
aceh|acehtenggara|bukittusam|gumpang,24671
aceh|acehtenggara|bukittusam|kutegekhat,24671
aceh|acehtenggara|bukittusam|payekhambung,24671
aceh|acehtenggara|bukittusam|mbaksako,24671
aceh|acehtenggara|bukittusam|darulimami,24671
aceh|acehtenggara|bukittusam|rikitburii,24671
aceh|acehtenggara|bukittusam|kuteempatlima,24671
aceh|acehtenggara|semadam|simpangsemadam,24678
aceh|acehtenggara|semadam|semadamawal,24678
aceh|acehtenggara|semadam|semadamasal,24678
aceh|acehtenggara|semadam|lawekingagabungan,24678
aceh|acehtenggara|semadam|lawekingatebingtinggi,24678
aceh|acehtenggara|semadam|kebunsere,24678
aceh|acehtenggara|semadam|laweberinginhoras,24678
aceh|acehtenggara|semadam|laweberigingayo,24678
aceh|acehtenggara|semadam|sukamakmur,24678
aceh|acehtenggara|semadam|pasarpuntung,24678
aceh|acehtenggara|semadam|titipasir,24678
aceh|acehtenggara|semadam|lawepetanduki,24678
aceh|acehtenggara|semadam|ngkeranalurbuluh,24678
aceh|acehtenggara|semadam|kampungbaru,24678
aceh|acehtenggara|semadam|sepakatsegenap,24678
aceh|acehtenggara|semadam|selamatindah,24678
aceh|acehtenggara|semadam|lawekingelapter,24678
aceh|acehtenggara|semadam|lawemejile,24678
aceh|acehtenggara|semadam|lawepetandukii,24678
aceh|acehtenggara|babulrahmah|titimas,24675
aceh|acehtenggara|babulrahmah|meranti,24675
aceh|acehtenggara|babulrahmah|kutelanglang,24675
aceh|acehtenggara|babulrahmah|lawesumur,24675
aceh|acehtenggara|babulrahmah|pardamaian,24675
aceh|acehtenggara|babulrahmah|salimpipit,24675
aceh|acehtenggara|babulrahmah|penguhapan,24675
aceh|acehtenggara|babulrahmah|lumbantua,24675
aceh|acehtenggara|babulrahmah|mutiaradamai,24675
aceh|acehtenggara|babulrahmah|doloknauli,24675
aceh|acehtenggara|babulrahmah|tuhijongkat,24675
aceh|acehtenggara|babulrahmah|uningsigugur,24675
aceh|acehtenggara|babulrahmah|lumbansitiotio,24675
aceh|acehtenggara|babulrahmah|lawemalum,24675
aceh|acehtenggara|babulrahmah|alurbaning,24675
aceh|acehtenggara|babulrahmah|linggaalas,24675
aceh|acehtenggara|babulrahmah|khambungtumbung,24675
aceh|acehtenggara|babulrahmah|tuahmesade,24675
aceh|acehtenggara|babulrahmah|sumukhalas,24675
aceh|acehtenggara|babulrahmah|alukhbakhu,24675
